order_id,order_datetime,city,zone,restaurant,cuisine,items_count,order_value_egp,discount_egp,payment_method,courier_id,vehicle_type,distance_km,prep_minutes,promised_minutes,actual_minutes,customer_rating,customer_id,order_status,courier_notes,reordered_within_30d
ORD04143,20/06/2025 20:30,Menia,Abu Helal,Om Ali House,Desserts,3,176,43,Cash,C015,Motorcycle,4.8,12,30,35,,U0212,Delivered,,0
ORD03026,4/1/2025 22:23,minya,Ard Sultan,Basbousa Bar,Desserts,1,66 EGP,0,Card,C036,Motorcycle,3.2,9,25,16,5,U0294,Delivered,,0
ORD02068,4/9/2025 20:50,minya,El-Gamaa,El-Abd Minya,Desserts,4,EGP 164,0,Cash,C072,Motorcycle,4.1,6,30,26,5,U0672,Delivered,,1
ORD00883,3/10/2025 19:19,Minya,Shalaby,Koshary El-Sheikh,Egyptian,4,147 EGP,32,Cash,C040,Motorcycle,,12,25,23,5,U0671,Delivered,re-assigned,0
ORD03184,29/03/2025 15:44,El Minya,Ard Sultan,Pizza Roma,Pizza,5,EGP 433,0,Cash,C002,Tuk-tuk,2.7,21,25,29,4,U0354,Delivered,,1
ORD01759,3/26/2025 14:41,Minya,Abu Helal,Pizza Roma,Pizza,5,610 EGP,0,Wallet,C104,Tuk-tuk,2.6,16,25,22,5,U0667,Delivered,,0
ORD01608,1/3/2025 18:14,Minya,Abu Helal,Pizza Roma,Pizza,4,EGP 352,0,Wallet,C068,Tuk-tuk,3.2,18,25,24,,U0900,Delivered,,1
ORD04172,4/6/2025 21:57,El-Minya El-Gedida,New Minya,Koshary El-Sheikh,Egyptian,1,68 EGP,7,Card,C035,Bicycle,11,16,45,,,U0425,Cancelled,,
ORD02597,6/30/2025 21:42,El-Minya,Wast El-Balad,El-Abd Minya,Desserts,2,87,0,Card,C043,Motorcycle,3.6,5,30,24,5,U0095,Delivered,,1
ORD00476,5/14/2025 22:15,MINYA,Nazlet Hussein,Crispy House,Burgers,6,485 EGP,0,Cash,C071,Bicycle,8.2,14,40,57,4,U1442,Delivered,,1
ORD03398,4/8/2025 19:07,Minya,El-Mahatta,Slice Minya,Pizza,4,327,0,Cash,C038,Motorcycle,2.4,17,25,41,4,U1189,Delivered,,1
ORD03044,3/9/2025 22:24,New Minya,New Minya,Samak El-Balad,Fish,4,591,0,Cash,C038,Motorcycle,10.4,22,40,45,4,U0538,Delivered,,0
ORD00928,5/9/2025 19:35,MINYA,El-Gamaa,El-Dawar,Egyptian,6,386,0,Cash,C027,Motorcycle,5,13,30,37,,U0747,Delivered,,1
ORD04089,4/23/2025 14:39,Minya,Shalaby,Crispy House,Burgers,4,378 EGP,0,Cash,C039,Tuk-tuk,5,17,30,22,5,U0264,Delivered,,0
ORD03635,2/12/2025 16:43,El Minya,Corniche El-Nil,Bites Burger,Burgers,3,187 EGP,0,Wallet,C015,Motorcycle,0.6,16,20,22,5,U0243,Delivered,,0
ORD00923,27/04/2025 21:07,El Minya,Corniche El-Nil,Sultan Grill,Grills,3,494 EGP,0,Cash,C038,Motorcycle,4.6,24,30,42,,U0135,Delivered,customer not answering,1
ORD02549,3/12/2025 13:07,Minya,Wast El-Balad,El-Abd Minya,Desserts,5,368 EGP,66,Wallet,C104,Motorcycle,0.6,13,20,19,5,U0450,Delivered,,1
ORD01923,2/14/2025 19:20,New Minya,New Minya,Farag Kebab,Grills,6,792 EGP,0,Card,C070,Motorcycle,14,27,50,67,3,U1161,Delivered,,1
ORD00216,2/22/2025 19:31,Minya,Corniche El-Nil,Foul El-Mahatta,Egyptian,4,EGP 167,0,Cash,C078,Tuk-tuk,3.4,9,30,40,4,U1374,Delivered,,1
ORD01331,1/28/2025 18:17, Minya,Abu Helal,Burger Corniche,Burgers,3,277,0,Cash,C066,Bicycle,3.6,15,30,36,4,U0561,Delivered,,1
ORD00991,19/05/2025 16:14,Minya,El-Gamaa,Burger Corniche,Burgers,6,367 EGP,0,Cash,C063,Motorcycle,2.9,11,25,22,5,U0605,Delivered,,1
ORD00448,1/29/2025 15:21,MINYA,Abu Helal,Koshary El-Sheikh,Egyptian,3,187 EGP,0,Cash,C024,Motorcycle,3.9,4,30,13,5,U0785,Delivered,,1
ORD03534,3/8/2025 23:52,new minya,New Minya,Slice Minya,Pizza,4,479 EGP,0,Card,C031,Motorcycle,12.2,14,45,47,3,U0193,Delivered,,0
ORD03834,6/1/2025 21:53,New Minya,New Minya,Basbousa Bar,Desserts,2,112 EGP,0,Card,C050,Bicycle,11.3,15,45,90,3,U0732,Delivered,,1
ORD00230,3/25/2025 18:08,Minya,Shalaby,Sheikh El-Balad,Grills,2,EGP 327,0,Cash,C101,Motorcycle,4.4,28,30,0,5,U1409,Delivered,,0
ORD03513,4/5/2025 21:38, Minya,El-Sahel,Crispy House,Burgers,1,127 EGP,0,Cash,C101,Motorcycle,6.3,13,35,40,5,U1101,Delivered,,0
ORD03413,5/5/2025 18:26,Minya,El-Sahel,Foul El-Mahatta,Egyptian,2,85,0,Cash,C066,Bicycle,4.6,7,30,41,4,U0428,Delivered,,0
ORD00897,3/7/2025 13:08,MINYA,Shalaby,Slice Minya,Pizza,5,475,44,Cash,C096,Tuk-tuk,1.8,16,25,31,4,U0031,Delivered,,1
ORD03412,1/3/2025 20:56,New Minya,New Minya,Crispy House,Burgers,1,EGP 100,0,Wallet,C019,Bicycle,12,13,45,101,2,U0071,Delivered,customer not answering,0
ORD03850,8/5/2025 17:36,Menia,Ard Sultan,Pizza Roma,Pizza,1,EGP 110,6,Card,C037,Motorcycle,4.3,16,30,17,5,U0148,Delivered,,0
ORD00789,2/2/2025 23:32,El-Minya,Abu Helal,Slice Minya,Pizza,5,EGP 564,0,Cash,C050,Motorcycle,1.9,14,25,12,5,U1429,Delivered,,1
ORD03953,2/2/2025 20:44,El-Minya El-Gedida,New Minya,Pizza Roma,Pizza,4,EGP 365,0,Wallet,C102,Motorcycle,,20,40,56,4,U0453,Delivered,,0
ORD02517,1/22/2025 13:51,Minya,Wast El-Balad,Burger Corniche,Burgers,2,217,0,Cash,C078,Bicycle,3.7,13,30,36,5,U0375,Delivered,,1
ORD00851,2/2/2025 14:25,Minya,Corniche El-Nil,Koshary El-Sheikh,Egyptian,3,EGP 166,0,Card,C068,Bicycle,1.8,9,25,25,5,U0586,Delivered,,1
ORD00141,5/1/2025 14:18,MINYA,Abu Helal,Sheikh El-Balad,Grills,1,132 EGP,28,Wallet,C054,Tuk-tuk,3.2,31,25,45,,U0808,Delivered,,0
ORD01606,27/06/2025 15:40,Minya,Corniche El-Nil,Pizza Roma,Pizza,1,131 EGP,0,Card,C017,Bicycle,4.1,18,30,34,5,U0707,Delivered,,0
ORD00821,9/2/2025 18:33, Minya,Shalaby,El-Dawar,Egyptian,4,216,28,Cash,C056,Motorcycle,,13,30,29,,U0743,Delivered,,1
ORD02842,6/12/2025 20:44,Minya,Wast El-Balad,Slice Minya,Pizza,5,331,0,Cash,C055,Motorcycle,0.6,18,20,37,,U0273,Delivered,,0
ORD00481,1/7/2025 15:25,New Minya,New Minya,Basbousa Bar,Desserts,6,426,0,Cash,C058,Motorcycle,13.2,13,50,39,5,U0863,Delivered,,1
ORD00852,5/31/2025 19:00,Minya,El-Gamaa,Om Ali House,Desserts,1,56,10,Wallet,C025,Motorcycle,5.3,12,30,39,4,U0194,Delivered,,0
ORD00672,3/31/2025 20:19,new minya,New Minya,Bahary Corner,Fish,2,275,0,Wallet,C018,Motorcycle,11,32,45,68,,U0623,Delivered,,1
ORD00273,1/3/2025 15:48,Minya,Ard Sultan,Bahary Corner,Fish,6,"1,039 EGP",0,Card,C041,Motorcycle,3.7,29,30,34,,U1139,Delivered,,1
ORD03851,6/12/2025 12:07,Minya,Nazlet Hussein,Slice Minya,Pizza,5,EGP 509,0,Card,C054,Bicycle,6.5,12,35,46,4,U1398,Delivered,address unclear,0
ORD01903,6/16/2025 15:32,El Minya,El-Mahatta,Crispy House,Burgers,2,189,0,Cash,C047,Motorcycle,3.3,14,25,31,4,U1388,Delivered,,0
ORD00984,5/6/2025 14:39,Minya,Shalaby,Hadouta Masreya,Egyptian,2,EGP 104,23,Card,C048,Motorcycle,4.9,13,30,28,5,U1210,Delivered,,0
ORD04114,2/24/2025 19:51,Minya,El-Mahatta,Bites Burger,Burgers,3,EGP 231,0,Card,C078,Motorcycle,2.8,16,25,,,U0101,Cancelled,,
ORD01437,2/16/2025 13:54,El Minya,El-Mahatta,Hadouta Masreya,Egyptian,3,135,31,Cash,C080,Motorcycle,2.1,14,25,17,4,U0080,Delivered,,0
ORD02896,4/15/2025 21:56,Minya,El-Gamaa,El-Dawar,Egyptian,6,252 EGP,31,Card,C098,Motorcycle,6.2,8,35,28,5,U0078,Delivered,,1
ORD03386,16/05/2025 20:28,Minya,Ard Sultan,El-Abd Minya,Desserts,2,80,4,Card,C077,Bicycle,3.6,9,30,36,4,U1365,Delivered,,0
ORD00237,10/6/2025 20:31,Minya,El-Sahel,Bahary Corner,Fish,1,174 EGP,0,Card,C037,Tuk-tuk,5.1,30,30,56,2,U0388,Delivered,,0
ORD04163,1/22/2025 19:31,MINYA,Wast El-Balad,Basbousa Bar,Desserts,1,68,0,Cash,C041,Motorcycle,,10,30,43,,U0446,Delivered,,0
ORD01564,3/14/2025 14:15,El-Minya,Wast El-Balad,Foul El-Mahatta,Egyptian,1,50 EGP,0,Cash,C064,Tuk-tuk,0.6,17,20,24,5,U0197,Delivered,,1
ORD04198,6/7/2025 21:40,Minya,Nazlet Hussein,El-Abd Minya,Desserts,4,144 EGP,0,Card,C108,Motorcycle,6.4,11,35,27,,U0266,Delivered,,0
ORD03284,2/16/2025 18:29,Minya,Abu Helal,Forno Nile,Pizza,3,305 EGP,0,Card,C095,Bicycle,2.8,34,25,49,,U0025,Delivered,,0
ORD00665,6/10/2025 20:15,minya,El-Mahatta,Sheikh El-Balad,Grills,2,321 EGP,0,Cash,C079,Motorcycle,2.4,30,25,,,U0559,Cancelled,,
ORD01212,18/03/2025 12:57,MINYA,Abu Helal,Om Ali House,Desserts,4,229 EGP,0,Wallet,C074,Motorcycle,1.9,6,25,,,U1337,Cancelled,,
ORD03841,15/02/2025 16:30,Minya,Shalaby,El-Abd Minya,Desserts,5,EGP 178,20,Card,C055,Motorcycle,3,13,25,,,U1325,Cancelled,,
ORD02819,5/12/2025 18:24,Minya ,Wast El-Balad,Burger Corniche,Burgers,3,EGP 229,31,Card,C021,Tuk-tuk,1.2,13,25,18,5,U0404,Delivered,,0
ORD01622,3/12/2025 14:23,New Minya,New Minya,El-Dawar,Egyptian,1,EGP 64,0,Card,C025,Motorcycle,12.2,8,45,30,5,U0681,Delivered,,1
ORD00267,5/13/2025 19:28,Minya ,El-Gamaa,El-Abd Minya,Desserts,6,278 EGP,0,Cash,C061,Tuk-tuk,5.9,10,35,35,4,U0691,Delivered,,1
ORD01646,6/11/2025 20:47,Abu Qurqas,Abu Qurqas,Sheikh El-Balad,Grills,5,477 EGP,36,Cash,C030,Motorcycle,14.6,30,50,78,,U0224,Delivered,,0
ORD02927,19/03/2025 22:05,Minya,El-Sahel,Bites Burger,Burgers,2,256 EGP,0,Cash,C046,Motorcycle,6,5,35,17,4,U0656,Delivered,,0
ORD02736,4/28/2025 20:07,Minya,Shalaby,Koshary El-Sheikh,Egyptian,2,106 EGP,0,Card,C004,Bicycle,4,4,30,42,4,U1037,Delivered,,1
ORD00588,1/12/2025 23:50,Minya ,Wast El-Balad,Crispy House,Burgers,2,202,21,Card,C030,Motorcycle,1.5,14,25,19,5,U0951,Delivered,,0
ORD02816,2/26/2025 20:25,El Minya,El-Gamaa,Om Ali House,Desserts,1,71,10,Wallet,C057,Motorcycle,5,14,30,28,,U0442,Delivered,,1
ORD02505,6/30/2025 20:35,Minya,Abu Helal,Bites Burger,Burgers,6,EGP 510,0,Cash,C065,Motorcycle,2.4,17,25,33,4,U0392,Delivered,,1
ORD02491,25/02/2025 20:12,Minya,Corniche El-Nil,El-Abd Minya,Desserts,6,363 EGP,45,Wallet,C028,Bicycle,,5,25,16,5,U1399,Delivered,,1
ORD04033,4/13/2025 14:12,MINYA,Shalaby,Bites Burger,Burgers,5,374 EGP,49,Wallet,C046,Motorcycle,5.7,13,30,,,U1070,Cancelled,,
ORD00144,2/28/2025 21:49,Minya,Abu Helal,El-Nil Fish,Fish,2,EGP 320,0,Card,C029,Tuk-tuk,,26,25,0,4,U0401,Delivered,,1
ORD03248,3/7/2025 20:14,Minya,El-Gamaa,Tamara Sweets,Desserts,4,182 EGP,0,Cash,C063,Motorcycle,8,14,35,45,4,U0932,Delivered,,0
ORD02064,1/9/2025 19:39,Minya,El-Mahatta,Sheikh El-Balad,Grills,4,550,0,Cash,C042,Bicycle,3.8,37,30,66,,U0385,Delivered,,0
ORD00172,18/02/2025 13:18,Menia,Nazlet Hussein,Tamara Sweets,Desserts,6,"2,905 EGP",146,Card,C007,Motorcycle,7.8,10,35,29,4,U0825,Delivered,,0
ORD01166,14/02/2025 21:28,New Minya,New Minya,Forno Nile,Pizza,6,499 EGP,0,Card,C008,Bicycle,12.2,34,45,113,1,U0166,Delivered,,0
ORD01730,11/6/2025 14:57,New Minya,New Minya,Basbousa Bar,Desserts,5,320 EGP,23,Cash,C100,Bicycle,12.6,9,45,87,3,U0405,Delivered,,0
ORD00142,5/19/2025 12:43,Minya,Wast El-Balad,El-Abd Minya,Desserts,2,107,17,Cash,C009,Motorcycle,1.2,4,25,8,,U0548,Delivered,,1
ORD00357,2/22/2025 20:22,minya,El-Mahatta,Sultan Grill,Grills,1,108 EGP,7,Card,C018,Motorcycle,,22,30,45,4,U0211,Delivered,,1
ORD02308,6/19/2025 20:54,Minya,Corniche El-Nil,Basbousa Bar,Desserts,3,156 EGP,0,Card,C036,Tuk-tuk,2.2,12,25,26,4,U1443,Delivered,,1
ORD00198,4/12/2025 19:26,Minya,Wast El-Balad,Bahary Corner,Fish,4,729,0,Cash,C026,Bicycle,1.9,34,25,53,3,U1067,Delivered,,1
ORD02121,5/28/2025 18:55,minya,El-Gamaa,Farag Kebab,Grills,1,120,0,Card,C036,Bicycle,7.8,19,35,60,3,U0598,Delivered,,0
ORD01332,2/20/2025 16:04,Menia,Nazlet Hussein,El-Abd Minya,Desserts,1,82,0,Cash,C053,Motorcycle,4.8,10,30,25,4,U0100,Delivered,,1
ORD00200,3/16/2025 20:42,El Minya,Wast El-Balad,Bahary Corner,Fish,1,146,0,Cash,C096,Motorcycle,2.7,37,25,62,2,U1286,Delivered,address unclear,1
ORD03392,2/27/2025 23:51,minya,Ard Sultan,Pizza Roma,Pizza,1,EGP 108,0,Card,C002,Motorcycle,4,19,30,22,4,U0338,Delivered,,1
ORD00924,4/30/2025 15:31,Minya,Abu Helal,Sultan Grill,Grills,6,850 EGP,0,Cash,C092,Bicycle,2.4,23,25,47,3,U0364,Delivered,,0
ORD00018,3/5/2025 13:46,Minya,Ard Sultan,El-Abd Minya,Desserts,6,275,0,Card,C041,Bicycle,2.5,7,25,29,,U0818,Delivered,,1
ORD02274,3/12/2025 20:11,Abu Qorqas,Abu Qurqas,Koshary El-Sheikh,Egyptian,4,EGP 183,0,Wallet,C014,Motorcycle,15.4,7,55,56,5,U0119,Delivered,,0
ORD04185,4/22/2025 12:32, Minya,Corniche El-Nil,Om Ali House,Desserts,1,49,0,Card,C103,Motorcycle,3,13,25,22,4,U0950,Delivered,,1
ORD02102,5/13/2025 16:15,Minya,Ard Sultan,Slice Minya,Pizza,3,350 EGP,0,Cash,C051,Bicycle,3.5,14,30,38,4,U1182,Delivered,,1
ORD01429,5/16/2025 11:34,Minya,El-Sahel,El-Nil Fish,Fish,6,EGP 821,0,Card,C077,Bicycle,5.8,31,35,58,,U0004,Delivered,,0
ORD01720,2/28/2025 18:39,Minya,El-Mahatta,Bahary Corner,Fish,5,515 EGP,0,Cash,C077,Motorcycle,2.1,36,25,41,,U0590,Delivered,,1
ORD01320,12/3/2025 19:44,El-Minya,El-Mahatta,Samak El-Balad,Fish,1,102,0,Card,C078,Tuk-tuk,2.2,24,25,40,4,U0577,Delivered,address unclear,1
ORD01534,1/12/2025 11:09,Abu Qurqas,Abu Qurqas,Koshary El-Sheikh,Egyptian,5,239 EGP,0,Cash,C020,Motorcycle,17.9,14,60,61,4,U0131,Delivered,,1
ORD00926,4/20/2025 19:46,Minya,Abu Helal,Forno Nile,Pizza,4,468 EGP,0,Cash,C068,Motorcycle,3.3,33,25,55,,U0671,Delivered,,1
ORD02049,3/5/2025 18:18,minya,El-Gamaa,Koshary El-Sheikh,Egyptian,5,EGP 225,0,Cash,C110,Motorcycle,7.1,16,35,39,5,U0126,Delivered,,0
ORD01900,29/04/2025 19:57,MINYA,Shalaby,Pizza Roma,Pizza,3,255,0,Cash,C004,Tuk-tuk,4.8,21,30,41,4,U0411,Delivered,,0
ORD01031,5/27/2025 23:56,Minya,El-Sahel,Burger Corniche,Burgers,1,EGP 45,8,Cash,C087,Motorcycle,4.9,9,30,19,,U0141,Delivered,,0
ORD02905,14/01/2025 23:17,Minya,El-Mahatta,Koshary El-Sheikh,Egyptian,4,161 EGP,0,Wallet,C004,Motorcycle,2,12,25,13,5,U1373,Delivered,,0
ORD03182,1/16/2025 11:43, Minya,El-Mahatta,El-Abd Minya,Desserts,6,255,0,Cash,C009,Motorcycle,4.5,10,30,18,5,U0702,Delivered,,1
ORD00593,1/13/2025 16:24,Minya,Abu Helal,Koshary El-Sheikh,Egyptian,3,138 EGP,21,Cash,C067,Motorcycle,2.1,13,25,13,5,U0443,Delivered,,1
ORD01309,6/21/2025 18:39,El Minya,Shalaby,Pizza Roma,Pizza,1,113 EGP,12,Cash,C025,Motorcycle,4,22,30,29,5,U1068,Delivered,,1
ORD01699,3/6/2025 22:47,Minya,El-Mahatta,Foul El-Mahatta,Egyptian,5,279,0,Cash,C096,Bicycle,2.7,11,25,25,5,U0928,Delivered,,1
ORD01297,6/11/2025 19:50,El Minya,Nazlet Hussein,Tamara Sweets,Desserts,4,82,0,Card,C100,Motorcycle,6.3,10,35,33,5,U0899,Delivered,,0
ORD00843,6/10/2025 15:29,New Minya ,New Minya,Tamara Sweets,Desserts,2,89,7,Card,C063,Bicycle,11.2,16,45,91,,U1074,Delivered,,0
ORD02093,11/3/2025 19:58,Minya,Ard Sultan,Pizza Roma,Pizza,1,109,0,Cash,C009,Motorcycle,3.5,18,30,39,5,U0131,Delivered,,1
ORD01811,25/02/2025 15:43,Menia,Shalaby,Sheikh El-Balad,Grills,3,420 EGP,0,Card,C050,Motorcycle,4.4,28,30,43,,U1158,Delivered,,0
ORD03952,2/7/2025 19:27,Minya,Abu Helal,Farag Kebab,Grills,1,EGP 213,0,Cash,C079,Bicycle,3.4,23,30,46,,U1054,Delivered,,1
ORD02244,6/21/2025 20:25,Minya ,El-Mahatta,Hadouta Masreya,Egyptian,4,231 EGP,0,Cash,C063,Motorcycle,4,18,30,46,4,U0200,Delivered,,1
ORD01981,1/27/2025 20:15,Abu Qurqas,Abu Qurqas,Pizza Roma,Pizza,1,95 EGP,0,Wallet,C064,Tuk-tuk,16,15,55,80,4,U0773,Delivered,,1
ORD02161,4/3/2025 13:57,Minya,Shalaby,El-Nil Fish,Fish,3,550,46,Cash,C031,Motorcycle,3.4,25,30,36,,U0949,Delivered,,1
ORD01103,6/2/2025 23:47,ABU QURQAS,Abu Qurqas,El-Nil Fish,Fish,4,EGP 540,0,Wallet,C069,Motorcycle,17.7,25,60,63,4,U0413,Delivered,,1
ORD03167,1/30/2025 14:59,Abu Qorqas,Abu Qurqas,Samak El-Balad,Fish,5,799 EGP,0,Cash,C032,Motorcycle,16.3,15,55,53,4,U0324,Delivered,,1
ORD01368,25/01/2025 21:44,New Minya,New Minya,Samak El-Balad,Fish,3,502 EGP,0,Card,C083,Motorcycle,11.8,16,45,64,3,U0189,Delivered,,0
ORD00471,1/1/2025 14:58,Minya,Abu Helal,Slice Minya,Pizza,2,221 EGP,0,Wallet,C043,Motorcycle,1.8,21,25,28,4,U0218,Delivered,,1
ORD00552,3/30/2025 13:10,Minya,Abu Helal,Samak El-Balad,Fish,6,576,0,Cash,C021,Motorcycle,4.6,24,30,38,5,U1144,Delivered,,1
ORD04079,11/4/2025 16:59,Abu Qurqas,Abu Qurqas,El-Nil Fish,Fish,3,EGP 531,0,Card,C055,Motorcycle,14.8,22,50,58,,U1165,Delivered,,0
ORD03288,4/26/2025 18:24,Minya,Abu Helal,Hadouta Masreya,Egyptian,2,122 EGP,13,Card,C107,Motorcycle,2.7,10,25,23,4,U1305,Delivered,,0
ORD03506,3/22/2025 23:08,Menia,El-Mahatta,Crispy House,Burgers,2,197,48,Wallet,C021,Motorcycle,1.4,15,25,26,4,U1109,Delivered,,1
ORD03196,2/10/2025 23:27,Minya,Corniche El-Nil,Basbousa Bar,Desserts,6,349,61,Wallet,C009,Tuk-tuk,1.8,4,25,7,5,U0936,Delivered,,1
ORD00841,5/21/2025 18:26,Minya,El-Gamaa,Forno Nile,Pizza,3,349 EGP,0,Cash,C093,Motorcycle,5,26,30,39,3,U0999,Delivered,,0
ORD01673,1/20/2025 18:19,New Minya,New Minya,Farag Kebab,Grills,6,EGP 643,0,Cash,C060,Motorcycle,9.3,20,40,38,,U0091,Delivered,,0
ORD02320,14/04/2025 11:47,Minya,Wast El-Balad,Bites Burger,Burgers,4,188,0,Card,C055,Motorcycle,1.8,19,25,28,4,U0851,Delivered,,1
ORD01611,2/5/2025 21:39,Abu Qurqas,Abu Qurqas,Hadouta Masreya,Egyptian,4,206,30,Cash,C092,Bicycle,17.3,14,55,137,1,U0275,Delivered,,0
ORD01810,1/28/2025 16:25, Minya,Corniche El-Nil,Farag Kebab,Grills,3,EGP 379,0,Cash,C060,Motorcycle,2.1,18,25,19,5,U0651,Delivered,,0
ORD00746,23/06/2025 16:38,Abu Qorqas,Abu Qurqas,Foul El-Mahatta,Egyptian,5,218,13,Cash,C081,Motorcycle,14.2,5,50,36,5,U0236,Delivered,,1
ORD03400,3/23/2025 17:30,Minya,El-Gamaa,Sheikh El-Balad,Grills,1,147 EGP,0,Cash,C002,Motorcycle,5.7,35,30,49,4,U0771,Delivered,,0
ORD00363,3/4/2025 20:47,Minya,Corniche El-Nil,Foul El-Mahatta,Egyptian,3,163,0,Card,C089,Tuk-tuk,4.3,16,30,48,3,U0174,Delivered,,1
ORD03737,4/20/2025 21:50,El-Minya,Shalaby,Tamara Sweets,Desserts,2,106 EGP,0,Cash,C075,Tuk-tuk,4.5,9,30,38,4,U0319,Delivered,,1
ORD03308,3/3/2025 14:25,Minya ,El-Mahatta,Tamara Sweets,Desserts,1,EGP 64,0,Cash,C069,Motorcycle,5.2,4,30,17,5,U1055,Delivered,,1
ORD03714,5/31/2025 19:03,Minya,Abu Helal,Om Ali House,Desserts,4,175 EGP,30,Wallet,C031,Motorcycle,2.5,11,25,20,,U0831,Delivered,,1
ORD01233,1/26/2025 19:35,El-Minya,Shalaby,Bahary Corner,Fish,3,502,117,Cash,C046,Tuk-tuk,5.6,31,30,61,3,U0912,Delivered,,1
ORD03864,1/26/2025 23:17,Minya,Ard Sultan,Tamara Sweets,Desserts,3,183,0,Wallet,C076,Motorcycle,4,13,30,21,4,U0325,Delivered,,1
ORD01288,4/6/2025 19:56,Minya,Nazlet Hussein,Forno Nile,Pizza,1,105,0,Cash,C085,Bicycle,8.1,31,40,85,2,U1279,Delivered,,0
ORD00123,23/05/2025 18:30,Minya,El-Mahatta,Tamara Sweets,Desserts,1,71 EGP,0,Cash,C092,Motorcycle,4,10,30,22,5,U0361,Delivered,,1
ORD00854,4/27/2025 21:16,Minya,Ard Sultan,Forno Nile,Pizza,5,526 EGP,0,Cash,C042,Tuk-tuk,1.4,31,25,46,4,U1200,Delivered,,1
ORD03604,3/1/2025 23:54,Minya,El-Gamaa,Samak El-Balad,Fish,5,854,0,Wallet,C035,Motorcycle,6.1,17,35,40,5,U0857,Delivered,,1
ORD02723,1/28/2025 17:13,El-Minya,Corniche El-Nil,El-Dawar,Egyptian,3,172 EGP,0,Card,C091,Motorcycle,3.8,8,30,24,5,U1325,Delivered,,1
ORD03054,3/6/2025 19:55,Minya,Abu Helal,Samak El-Balad,Fish,5,569 EGP,0,Wallet,C102,Motorcycle,3.7,27,30,35,4,U0801,Delivered,,1
ORD02127,1/19/2025 18:42,Minya,Wast El-Balad,Tamara Sweets,Desserts,3,186,0,Cash,C078,Motorcycle,0.6,12,20,15,5,U0052,Delivered,,0
ORD03223,5/25/2025 13:12,Minya,Shalaby,El-Nil Fish,Fish,4,352 EGP,0,Wallet,C085,Motorcycle,4.5,21,30,26,4,U0736,Delivered,,1
ORD02169,4/21/2025 19:56,Minya,El-Gamaa,Slice Minya,Pizza,3,EGP 358,0,Wallet,C073,Motorcycle,4.7,14,30,30,4,U0713,Delivered,,1
ORD02522,17/06/2025 22:27,El-Minya,Wast El-Balad,Basbousa Bar,Desserts,5,EGP 334,0,Card,C017,Bicycle,1.2,4,25,10,5,U0721,Delivered,,1
ORD04129,6/30/2025 13:05,El-Minya,El-Gamaa,Bites Burger,Burgers,1,98 EGP,0,Cash,C100,Tuk-tuk,4.7,10,30,24,4,U1249,Delivered,,0
ORD02436,3/21/2025 20:13,Abu Qurqas,Abu Qurqas,Forno Nile,Pizza,2,EGP 203,0,Card,C047,Tuk-tuk,15.7,20,55,78,,U1102,Delivered,,0
ORD04020,27/06/2025 14:32,MINYA,Ard Sultan,Forno Nile,Pizza,5,257,0,Cash,C075,Bicycle,4.4,23,30,38,5,U0761,Delivered,,1
ORD00008,2/13/2025 16:43,New Minya,New Minya,Forno Nile,Pizza,6,435 EGP,50,Card,C068,Motorcycle,11.3,36,45,54,4,U1160,Delivered,,0
ORD02213,21/05/2025 20:51,Minya,El-Sahel,Burger Corniche,Burgers,4,EGP 354,58,Cash,C002,Motorcycle,4.4,22,30,39,4,U0084,Delivered,,1
ORD00625,3/24/2025 16:38,Minya,Wast El-Balad,Basbousa Bar,Desserts,3,151 EGP,21,Cash,C013,Tuk-tuk,1.8,9,25,14,4,U1281,Delivered,,1
ORD03056,5/18/2025 19:50,Minya,Abu Helal,Foul El-Mahatta,Egyptian,2,EGP 106,0,Card,C089,Motorcycle,3.7,10,30,29,5,U0841,Delivered,,1
ORD00660,9/2/2025 20:32,Abu Qurqas,Abu Qurqas,Forno Nile,Pizza,4,400 EGP,52,Cash,C104,Bicycle,15,31,50,144,1,U1400,Delivered,address unclear,0
ORD02176,5/28/2025 18:47,Minya,Ard Sultan,Sheikh El-Balad,Grills,2,EGP 276,0,Card,C012,Motorcycle,4.8,31,30,47,4,U0023,Delivered,,1
ORD00538,6/5/2025 12:35,Minya ,El-Sahel,Om Ali House,Desserts,5,243 EGP,0,Cash,C086,Tuk-tuk,6,6,35,29,4,U0180,Delivered,,1
ORD01181,6/3/2025 22:13,MINYA,El-Mahatta,Samak El-Balad,Fish,2,271 EGP,30,Card,C063,Motorcycle,3.8,21,30,,,U0875,Cancelled,,
ORD00590,24/04/2025 13:20,Minya,Ard Sultan,Burger Corniche,Burgers,3,180 EGP,0,Cash,C028,Bicycle,3.5,16,30,30,5,U0116,Delivered,,0
ORD02307,2/16/2025 18:33,minya,El-Gamaa,Tamara Sweets,Desserts,3,"EGP 1,795",317,Card,C081,Motorcycle,5.5,6,30,13,5,U0194,Delivered,,1
ORD00046,4/8/2025 19:07,El-Minya,Ard Sultan,El-Nil Fish,Fish,5,825 EGP,198,Card,C015,Motorcycle,5.8,17,35,52,,U0583,Delivered,,0
ORD01565,6/20/2025 17:05, Minya,Corniche El-Nil,Farag Kebab,Grills,5,748,0,Cash,C094,Bicycle,1.8,23,25,28,5,U0406,Delivered,,1
